NCM,Início de vigência,Fim de vigência
55163100,01/01/2016,
55163200,01/01/2016,
55163300,01/01/2016,
55163400,01/01/2016,
55164100,01/01/2016,
55164200,01/01/2016,
55164300,01/01/2016,
55164400,01/01/2016,
55169100,01/01/2016,
55169200,01/01/2016,
55169300,01/01/2016,
55169400,01/01/2016,
56012110,01/01/2016,
56012190,01/01/2016,
56012211,01/01/2016,
56012219,01/01/2016,
56012291,01/01/2016,
56012299,01/01/2016,
56012900,01/01/2016,
56013010,01/01/2016,
56013090,01/01/2016,
56021000,01/01/2016,
56022100,01/01/2016,
56022900,01/01/2016,
56029000,01/01/2016,
56031110,01/01/2016,
56031120,01/01/2016,
56031130,01/01/2016,
56031140,01/01/2016,
56031190,01/01/2016,
56031210,01/01/2016,
56031220,01/01/2016,
56031230,01/01/2016,
56031240,01/01/2016,
56031250,01/01/2016,
56031290,01/01/2016,
56031310,01/01/2016,
56031320,01/01/2016,
56031330,01/01/2016,
56031340,01/01/2016,
56031350,01/01/2016,
56031390,01/01/2016,
56031410,01/01/2016,
56031420,01/01/2016,
56031430,01/01/2016,
56031440,01/01/2016,
56031490,01/01/2016,
56039110,01/01/2016,
56039120,01/01/2016,
56039130,01/01/2016,
56039190,01/01/2016,
56039210,01/01/2016,
56039220,01/01/2016,
56039230,01/01/2016,
56039240,01/01/2016,
56039290,01/01/2016,
56039310,01/01/2016,
56039320,01/01/2016,
56039330,01/01/2016,
56039340,01/01/2016,
56039390,01/01/2016,
56039410,01/01/2016,
56039420,01/01/2016,
56039430,01/01/2016,
56039490,01/01/2016,
56041000,01/01/2016,
56049010,01/01/2016,
56049021,01/01/2016,
56049022,01/01/2016,
56049090,01/01/2016,
56050010,01/01/2016,
56050020,01/01/2016,
56050090,01/01/2016,
56060000,01/01/2016,
56072100,01/01/2016,
56072900,01/01/2016,
56074100,01/01/2016,
56074900,01/01/2016,
56075011,01/01/2016,
56075019,01/01/2016,
56075090,01/01/2016,
56079010,01/01/2016,
56079020,01/01/2016,
56079090,01/01/2016,
56081100,01/01/2016,
56081900,01/01/2016,
56089000,01/01/2016,
56090010,01/01/2016,
56090090,01/01/2016,
57011011,01/01/2016,
57011012,01/01/2016,
57011020,01/01/2016,
57019000,01/01/2016,
57021000,01/01/2016,
57022000,01/01/2016,
57023100,01/01/2016,
57023200,01/01/2016,
57023900,01/01/2016,
57024100,01/01/2016,
57024200,01/01/2016,
57024900,01/01/2016,
57025010,01/01/2016,
57025020,01/01/2016,
57025090,01/01/2016,
57029100,01/01/2016,
57029200,01/01/2016,
57029900,01/01/2016,
57031000,01/01/2016,
57032000,01/01/2016,
57033000,01/01/2016,
57039000,01/01/2016,
57041000,01/01/2016,
57042000,01/01/2017,
57049000,01/01/2016,
57050000,01/01/2016,
58011000,01/01/2016,
58012100,01/01/2016,
58012200,01/01/2016,
58012300,01/01/2016,
58012600,01/01/2016,
58012700,01/01/2016,
58013100,01/01/2016,
58013200,01/01/2016,
58013300,01/01/2016,
58013600,01/01/2016,
58013700,01/01/2016,
58019000,01/01/2016,
58021100,01/01/2016,
58021900,01/01/2016,
58022000,01/01/2016,
58023000,01/01/2016,
58030010,01/01/2016,
58030090,01/01/2016,
58041010,01/01/2016,
58041090,01/01/2016,
58042100,01/01/2016,
58042910,01/01/2016,
58042990,01/01/2016,
58043010,01/01/2016,
58043090,01/01/2016,
58050010,01/01/2016,
58050020,01/01/2016,
58050090,01/01/2016,
58061000,01/01/2016,
58062000,01/01/2016,
58063100,01/01/2016,
58063200,01/01/2016,
58063900,01/01/2016,
58064000,01/01/2016,
58071000,01/01/2016,
58079000,01/01/2016,
58081000,01/01/2016,
58089000,01/01/2016,
58090000,01/01/2016,
58101000,01/01/2016,
58109100,01/01/2016,
58109200,01/01/2016,
58109900,01/01/2016,
58110000,01/01/2016,
59011000,01/01/2016,
59019000,01/01/2016,
59021010,01/01/2016,
59021090,01/01/2016,
59022000,01/01/2016,
59029000,01/01/2016,
59031000,01/01/2016,
59032000,01/01/2016,
59039000,01/01/2016,
59041000,01/01/2016,
59049000,01/01/2016,
59050000,01/01/2016,
59061000,01/01/2016,
59069100,01/01/2016,
59069900,01/01/2016,
59070000,01/01/2016,
59080000,01/01/2016,
59090000,01/01/2016,
59100000,01/01/2016,
59111000,01/01/2016,
59112010,01/01/2016,
59112090,01/01/2016,
59113100,01/01/2016,
59113200,01/01/2016,
59114000,01/01/2016,
59119000,01/01/2016,
60011010,01/01/2016,
60011020,01/01/2016,
60011090,01/01/2016,
60012100,01/01/2016,
60012200,01/01/2016,
60012900,01/01/2016,
60019100,01/01/2016,
60019200,01/01/2016,
60019900,01/01/2016,
60024010,01/01/2016,
60024020,01/01/2016,
60024090,01/01/2016,
60029010,01/01/2016,
60029020,01/01/2016,
60029090,01/01/2016,
60031000,01/01/2016,
60032000,01/01/2016,
60033000,01/01/2016,
60034000,01/01/2016,
60039000,01/01/2016,
60041011,01/01/2016,
60041012,01/01/2016,
60041013,01/01/2016,
60041014,01/01/2016,
60041031,01/01/2016,
60041032,01/01/2016,
60041033,01/01/2016,
60041034,01/01/2016,
60041041,01/01/2016,
60041042,01/01/2016,
60041043,01/01/2016,
60041044,01/01/2016,
60041091,01/01/2016,
60041092,01/01/2016,
60041093,01/01/2016,
60041094,01/01/2016,
60049010,01/01/2016,
60049030,01/01/2016,
60049040,01/01/2016,
60049090,01/01/2016,
60052100,01/01/2016,
60052200,01/01/2016,
60052300,01/01/2016,
60052400,01/01/2016,
60053100,01/01/2016,31/03/2017
60053200,01/01/2016,31/03/2017
60053300,01/01/2016,31/03/2017
60053400,01/01/2016,31/03/2017
60053500,01/01/2017,
60053600,01/01/2017,
60053700,01/01/2017,
60053800,01/01/2017,
60053900,01/01/2017,
60054100,01/01/2016,
60054200,01/01/2016,
60054300,01/01/2016,
60054400,01/01/2016,
60059010,01/01/2016,
60059090,01/01/2016,
60061000,01/01/2016,
60062100,01/01/2016,
60062200,01/01/2016,
60062300,01/01/2016,
60062400,01/01/2016,
60063110,01/01/2016,
60063120,01/01/2016,
60063130,01/01/2016,
60063190,01/01/2016,
60063210,01/01/2016,
60063220,01/01/2016,
60063230,01/01/2016,
60063290,01/01/2016,
60063310,01/01/2016,
60063320,01/01/2016,
60063330,01/01/2016,
60063390,01/01/2016,
60063410,01/01/2016,
60063420,01/01/2016,
60063430,01/01/2016,
60063490,01/01/2016,
60064100,01/01/2016,
60064200,01/01/2016,
60064300,01/01/2016,
60064400,01/01/2016,
60069000,01/01/2016,
61012000,01/01/2016,
61013000,01/01/2016,
61019010,01/01/2016,
61019090,01/01/2016,
61021000,01/01/2016,
61022000,01/01/2016,
61023000,01/01/2016,
61029000,01/01/2016,
61031010,01/01/2016,
61031020,01/01/2016,
61031090,01/01/2016,
61032200,01/01/2016,
61032300,01/01/2016,
61032910,01/01/2016,
61032990,01/01/2016,
61033100,01/01/2016,
61033200,01/01/2016,
61033300,01/01/2016,
61033900,01/01/2016,
61034100,01/01/2016,
61034200,01/01/2016,
61034300,01/01/2016,
61034900,01/01/2016,
61041300,01/01/2016,
61041910,01/01/2016,
61041920,01/01/2016,
61041990,01/01/2016,
61042200,01/01/2016,
61042300,01/01/2016,
61042910,01/01/2016,
61042990,01/01/2016,
61043100,01/01/2016,
61043200,01/01/2016,
61043300,01/01/2016,
61043900,01/01/2016,
61044100,01/01/2016,
61044200,01/01/2016,
61044300,01/01/2016,
61044400,01/01/2016,
61044900,01/01/2016,
61045100,01/01/2016,
61045200,01/01/2016,
61045300,01/01/2016,
61045900,01/01/2016,
61046100,01/01/2016,
61046200,01/01/2016,
61046300,01/01/2016,
61046900,01/01/2016,
61051000,01/01/2016,
61052000,01/01/2016,
61059000,01/01/2016,
61061000,01/01/2016,
61062000,01/01/2016,
61069000,01/01/2016,
61071100,01/01/2016,
61071200,01/01/2016,
61071900,01/01/2016,
61072100,01/01/2016,
61072200,01/01/2016,
61072900,01/01/2016,
61079100,01/01/2016,
61079910,01/01/2016,
61079990,01/01/2016,
61081100,01/01/2016,
61081900,01/01/2016,
61082100,01/01/2016,
61082200,01/01/2016,
61082900,01/01/2016,
61083100,01/01/2016,
61083200,01/01/2016,
61083900,01/01/2016,
61089100,01/01/2016,
61089200,01/01/2016,
61089900,01/01/2016,
61091000,01/01/2016,
61099000,01/01/2016,
61101100,01/01/2016,
61101200,01/01/2016,
61101900,01/01/2016,
61102000,01/01/2016,
61103000,01/01/2016,
61109000,01/01/2016,
61112000,01/01/2016,
61113000,01/01/2016,
61119010,01/01/2016,
61119090,01/01/2016,
61121100,01/01/2016,
61121200,01/01/2016,
61121900,01/01/2016,
61122000,01/01/2016,
61123100,01/01/2016,
61123900,01/01/2016,
61124100,01/01/2016,
61124900,01/01/2016,
61130000,01/01/2016,
61142000,01/01/2016,
61143000,01/01/2016,
61149010,01/01/2016,
61149090,01/01/2016,
61151011,01/01/2016,
61151012,01/01/2016,
61151013,01/01/2016,
61151014,01/01/2016,
61151019,01/01/2016,
61151021,01/01/2016,
61151022,01/01/2016,
61151029,01/01/2016,
61151091,01/01/2016,
61151092,01/01/2016,
61151093,01/01/2016,
61151099,01/01/2016,
61152100,01/01/2016,
61152200,01/01/2016,
61152910,01/01/2016,
61152920,01/01/2016,
61152990,01/01/2016,
61153010,01/01/2016,
61153020,01/01/2016,
61153090,01/01/2016,
61159400,01/01/2016,
61159500,01/01/2016,
61159600,01/01/2016,
61159900,01/01/2016,
61161000,01/01/2016,
61169100,01/01/2016,
61169200,01/01/2016,
61169300,01/01/2016,
61169900,01/01/2016,
61171000,01/01/2016,
61178010,01/01/2016,
61178090,01/01/2016,
61179000,01/01/2016,
62011100,01/01/2016,
62011200,01/01/2016,
62011300,01/01/2016,
62011900,01/01/2016,
62019100,01/01/2016,
62019200,01/01/2016,
62019300,01/01/2016,
62019900,01/01/2016,
62021100,01/01/2016,
62021200,01/01/2016,
62021300,01/01/2016,
62021900,01/01/2016,
62029100,01/01/2016,
62029200,01/01/2016,
62029300,01/01/2016,
62029900,01/01/2016,
62031100,01/01/2016,
62031200,01/01/2016,
62031900,01/01/2016,
62032200,01/01/2016,
62032300,01/01/2016,
62032910,01/01/2016,
62032990,01/01/2016,
62033100,01/01/2016,
62033200,01/01/2016,
62033300,01/01/2016,
62033900,01/01/2016,
62034100,01/01/2016,
62034200,01/01/2016,
62034300,01/01/2016,
62034900,01/01/2016,
62041100,01/01/2016,
62041200,01/01/2016,
62041300,01/01/2016,
62041900,01/01/2016,
62042100,01/01/2016,
62042200,01/01/2016,
62042300,01/01/2016,
62042900,01/01/2016,
62043100,01/01/2016,
62043200,01/01/2016,
62043300,01/01/2016,
62043900,01/01/2016,
62044100,01/01/2016,
62044200,01/01/2016,
62044300,01/01/2016,
62044400,01/01/2016,
62044900,01/01/2016,
62045100,01/01/2016,
62045200,01/01/2016,
62045300,01/01/2016,
62045900,01/01/2016,
62046100,01/01/2016,
62046200,01/01/2016,
62046300,01/01/2016,
62046900,01/01/2016,
62052000,01/01/2016,
62053000,01/01/2016,
62059010,01/01/2016,
62059090,01/01/2016,
62061000,01/01/2016,
62062000,01/01/2016,
62063000,01/01/2016,
62064000,01/01/2016,
62069000,01/01/2016,
62071100,01/01/2016,
62071900,01/01/2016,
62072100,01/01/2016,
62072200,01/01/2016,
62072900,01/01/2016,
62079100,01/01/2016,
62079910,01/01/2016,
62079990,01/01/2016,
62081100,01/01/2016,
62081900,01/01/2016,
62082100,01/01/2016,
62082200,01/01/2016,
62082900,01/01/2016,
62089100,01/01/2016,
62089200,01/01/2016,
62089900,01/01/2016,
62092000,01/01/2016,
62093000,01/01/2016,
62099010,01/01/2016,
62099090,01/01/2016,
62101000,01/01/2016,
62102000,01/01/2016,
62103000,01/01/2016,
62104000,01/01/2016,
62105000,01/01/2016,
62111100,01/01/2016,
62111200,01/01/2016,
62112000,01/01/2016,
62113200,01/01/2016,
62113300,01/01/2016,
62113910,01/01/2016,
62113990,01/01/2016,
62114200,01/01/2016,
62114300,01/01/2016,
62114900,01/01/2016,
62121000,01/01/2016,
62122000,01/01/2016,
62123000,01/01/2016,
62129000,01/01/2016,
62132000,01/01/2016,
62139010,01/01/2016,
62139090,01/01/2016,
62141000,01/01/2016,
62142000,01/01/2016,
62143000,01/01/2016,
62144000,01/01/2016,
62149010,01/01/2016,
62149090,01/01/2016,
62151000,01/01/2016,
62152000,01/01/2016,
62159000,01/01/2016,
62160000,01/01/2016,
62171000,01/01/2016,
62179000,01/01/2016,
63011000,01/01/2016,
63012000,01/01/2016,
63013000,01/01/2016,
63014000,01/01/2016,
63019000,01/01/2016,
63021000,01/01/2016,
63022100,01/01/2016,
63022200,01/01/2016,
63022900,01/01/2016,
63023100,01/01/2016,
63023200,01/01/2016,
63023900,01/01/2016,
63024000,01/01/2016,
63025100,01/01/2016,
63025300,01/01/2016,
63025910,01/01/2016,
63025990,01/01/2016,
63026000,01/01/2016,
63029100,01/01/2016,
63029300,01/01/2016,
63029910,01/01/2016,
63029990,01/01/2016,
63031200,01/01/2016,
63031910,01/01/2016,
63031990,01/01/2016,
63039100,01/01/2016,
63039200,01/01/2016,
63039900,01/01/2016,
63041100,01/01/2016,
63041910,01/01/2016,
63041990,01/01/2016,
63042000,01/01/2017,
63049100,01/01/2016,
63049200,01/01/2016,
63049300,01/01/2016,
63049900,01/01/2016,
63051000,01/01/2016,
63052000,01/01/2016,
63053200,01/01/2016,
63053310,01/01/2016,
63053390,01/01/2016,
63053900,01/01/2016,
63059000,01/01/2016,
63061200,01/01/2016,
63061910,01/01/2016,
63061990,01/01/2016,
63062200,01/01/2016,
63062910,01/01/2016,
63062990,01/01/2016,
63063010,01/01/2016,
63063090,01/01/2016,
63064010,01/01/2016,
63064090,01/01/2016,
63069000,01/01/2016,
63071000,01/01/2016,
63072000,01/01/2016,
63079010,01/01/2016,
63079020,01/01/2016,
63079090,01/01/2016,
63080000,01/01/2016,
63090010,01/01/2016,
63090090,01/01/2016,
63101000,01/01/2016,
63109000,01/01/2016,
64011000,01/01/2016,
64019200,01/01/2016,
64019910,01/01/2016,
64019990,01/01/2016,
64021200,01/01/2016,
64021900,01/01/2016,
64022000,01/01/2016,
64029110,01/01/2016,
64029190,01/01/2016,
64029910,01/01/2016,
64029990,01/01/2016,
64031200,01/01/2016,
64031900,01/01/2016,
64032000,01/01/2016,
64034000,01/01/2016,
64035110,01/01/2016,
64035190,01/01/2016,
64035910,01/01/2016,
64035990,01/01/2016,
64039110,01/01/2016,
64039190,01/01/2016,
64039910,01/01/2016,
64039990,01/01/2016,
64041100,01/01/2016,
64041900,01/01/2016,
64042000,01/01/2016,
64051010,01/01/2016,
64051020,01/01/2016,
64051090,01/01/2016,
64052000,01/01/2016,
64059000,01/01/2016,
64061000,01/01/2016,
64062000,01/01/2016,
64069010,01/01/2016,
64069020,01/01/2016,
64069090,01/01/2016,
65010000,01/01/2016,
65020010,01/01/2016,
65020090,01/01/2016,
65040010,01/01/2016,
65040090,01/01/2016,
65050011,01/01/2016,
65050012,01/01/2016,
65050019,01/01/2016,
65050021,01/01/2016,
65050022,01/01/2016,
65050029,01/01/2016,
65050031,01/01/2016,
65050032,01/01/2016,
65050039,01/01/2016,
65050090,01/01/2016,
65061000,01/01/2016,
65069100,01/01/2016,
65069900,01/01/2016,
65070000,01/01/2016,
66011000,01/01/2016,
66019110,01/01/2016,
66019190,01/01/2016,
66019900,01/01/2016,
66020000,01/01/2016,
66032000,01/01/2016,
66039000,01/01/2016,
67010000,01/01/2016,
67021000,01/01/2016,
67029000,01/01/2016,
67030000,01/01/2016,
67041100,01/01/2016,
67041900,01/01/2016,
67042000,01/01/2016,
67049000,01/01/2016,
68010000,01/01/2016,
68021000,01/01/2016,
68022100,01/01/2016,
68022300,01/01/2016,
68022900,01/01/2016,
68029100,01/01/2016,
68029200,01/01/2016,
68029310,01/01/2016,
68029390,01/01/2016,
68029910,01/01/2016,
68029990,01/01/2016,
68030000,01/01/2016,
68041000,01/01/2016,
68042111,01/01/2016,
68042119,01/01/2016,
68042190,01/01/2016,
68042211,01/01/2016,
68042219,01/01/2016,
68042290,01/01/2016,
68042300,01/01/2016,
68043000,01/01/2016,
68051000,01/01/2016,
68052000,01/01/2016,
68053010,01/01/2016,
68053020,01/01/2016,
68053090,01/01/2016,
68061000,01/01/2016,
68062000,01/01/2016,
68069010,01/01/2016,
68069090,01/01/2016,
68071000,01/01/2016,
68079000,01/01/2016,
68080000,01/01/2016,
68091100,01/01/2016,
68091900,01/01/2016,
68099000,01/01/2016,
68101100,01/01/2016,
68101900,01/01/2016,
68109100,01/01/2016,
68109900,01/01/2016,
68114000,01/01/2016,
68118100,01/01/2016,
68118200,01/01/2016,
68118900,01/01/2016,
68128000,01/01/2016,
68129100,01/01/2016,
68129200,01/01/2016,
68129300,01/01/2016,
68129910,01/01/2016,
68129920,01/01/2016,
68129930,01/01/2016,
68129990,01/01/2016,
68132000,01/01/2016,
68138110,01/01/2016,
68138190,01/01/2016,
68138910,01/01/2016,
68138990,01/01/2016,
68141000,01/01/2016,
68149000,01/01/2016,
68151010,01/01/2016,
68151020,01/01/2016,
68151090,01/01/2016,
68152000,01/01/2016,
68159110,01/01/2016,
68159190,01/01/2016,
68159911,01/01/2016,
68159912,01/01/2016,
68159913,01/01/2016,
68159914,01/01/2016,
68159919,01/01/2016,
68159990,01/01/2016,
69010000,01/01/2016,
69021011,01/01/2016,
69021018,01/01/2016,
69021019,01/01/2016,
69021090,01/01/2016,
69022010,01/01/2016,
69022091,01/01/2016,
69022092,01/01/2016,
69022093,01/01/2016,
69022099,01/01/2016,
69029010,01/01/2016,
69029020,01/01/2016,
69029030,01/01/2016,
69029040,01/01/2016,
69029090,01/01/2016,
69031011,01/01/2016,
69031012,01/01/2016,
69031019,01/01/2016,
69031020,01/01/2016,
69031030,01/01/2016,
69031040,01/01/2016,
69031090,01/01/2016,
69032010,01/01/2016,
69032020,01/01/2016,
69032030,01/01/2016,
69032090,01/01/2016,
69039011,01/01/2016,
69039012,01/01/2016,
69039019,01/01/2016,
69039091,01/01/2016,
69039092,01/01/2016,
69039099,01/01/2016,
69041000,01/01/2016,
69049000,01/01/2016,
69051000,01/01/2016,
69059000,01/01/2016,
69060000,01/01/2016,
69071000,01/01/2016,31/03/2017
69072100,01/01/2017,
69072200,01/01/2017,
69072300,01/01/2017,
69073000,01/01/2017,
69074000,01/01/2017,
69079000,01/01/2016,31/03/2017
69081000,01/01/2016,31/03/2017
69089000,01/01/2016,31/03/2017
69091100,01/01/2016,
69091210,01/01/2016,
69091220,01/01/2016,
69091230,01/01/2016,
69091290,01/01/2016,
69091910,01/01/2016,
69091920,01/01/2016,
69091930,01/01/2016,
69091990,01/01/2016,
69099000,01/01/2016,
69101000,01/01/2016,
69109000,01/01/2016,
69111010,01/01/2016,
69111090,01/01/2016,
69119000,01/01/2016,
69120000,01/01/2016,
69131000,01/01/2016,
69139000,01/01/2016,
69141000,01/01/2016,
69149000,01/01/2016,
70010000,01/01/2016,
70021000,01/01/2016,
70022000,01/01/2016,
70023100,01/01/2016,
70023200,01/01/2016,
70023900,01/01/2016,
70031200,01/01/2016,
70031900,01/01/2016,
70032000,01/01/2016,
70033000,01/01/2016,
70042000,01/01/2016,
70049000,01/01/2016,
70051000,01/01/2016,
70052100,01/01/2016,
70052900,01/01/2016,
70053000,01/01/2016,
70060000,01/01/2016,
70071100,01/01/2016,
70071900,01/01/2016,
70072100,01/01/2016,
70072900,01/01/2016,
70080000,01/01/2016,
70091000,01/01/2016,
70099100,01/01/2016,
70099200,01/01/2016,
70101000,01/01/2016,
70102000,01/01/2016,
70109011,01/01/2016,
70109012,01/01/2016,
70109021,01/01/2016,
70109022,01/01/2016,
70109090,01/01/2016,
70111010,01/01/2016,
70111021,01/01/2016,
70111029,01/01/2016,
70111090,01/01/2016,
70112000,01/01/2016,
70119000,01/01/2016,
70131000,01/01/2016,
70132200,01/01/2016,
70132800,01/01/2016,
70133300,01/01/2016,
70133700,01/01/2016,
70134100,01/01/2016,
70134210,01/01/2016,
70134290,01/01/2016,
70134900,01/01/2016,
70139110,01/01/2016,
70139190,01/01/2016,
70139900,01/01/2016,
70140000,01/01/2016,
70151010,01/01/2016,
70151091,01/01/2016,
70151092,01/01/2016,
70159010,01/01/2016,
70159020,01/01/2016,
70159030,01/01/2016,
70159090,01/01/2016,
70161000,01/01/2016,
70169000,01/01/2016,
70171000,01/01/2016,
70172000,01/01/2016,
70179000,01/01/2016,
70181010,01/01/2016,
70181020,01/01/2016,
70181090,01/01/2016,
70182000,01/01/2016,
70189000,01/01/2016,
70191100,01/01/2016,
70191210,01/01/2016,
70191290,01/01/2016,
70191900,01/01/2016,
70193100,01/01/2016,
70193200,01/01/2016,
70193900,01/01/2016,
70194000,01/01/2016,
70195100,01/01/2016,
70195210,01/01/2016,
70195290,01/01/2016,
70195900,01/01/2016,
70199010,01/01/2016,
70199090,01/01/2016,
70200010,01/01/2016,
70200090,01/01/2016,
71011000,01/01/2016,
71012100,01/01/2016,
71012200,01/01/2016,
71021000,01/01/2016,
71022100,01/01/2016,
71022900,01/01/2016,
71023100,01/01/2016,
71023900,01/01/2016,
71031000,01/01/2016,
71039100,01/01/2016,
71039900,01/01/2016,
71041000,01/01/2016,
71042010,01/01/2016,
71042090,01/01/2016,
71049000,01/01/2016,
71051000,01/01/2016,
71059000,01/01/2016,
71061000,01/01/2016,
71069100,01/01/2016,
71069210,01/01/2016,
71069220,01/01/2016,
71069290,01/01/2016,
71070000,01/01/2016,
71081100,01/01/2016,
71081210,01/01/2016,
71081290,01/01/2016,
71081310,01/01/2016,
71081390,01/01/2016,
71082000,01/01/2016,
71090000,01/01/2016,
71101100,01/01/2016,
71101910,01/01/2016,
71101990,01/01/2016,
71102100,01/01/2016,
71102900,01/01/2016,
71103100,01/01/2016,
71103900,01/01/2016,
71104100,01/01/2016,
71104900,01/01/2016,
71110000,01/01/2016,
71123010,01/01/2016,
71123020,01/01/2016,
71123090,01/01/2016,
71129100,01/01/2016,
71129200,01/01/2016,
71129900,01/01/2016,
71131100,01/01/2016,
71131900,01/01/2016,
71132000,01/01/2016,
71141100,01/01/2016,
71141900,01/01/2016,
71142000,01/01/2016,
71151000,01/01/2016,
71159000,01/01/2016,
71161000,01/01/2016,
71162010,01/01/2016,
71162020,01/01/2016,
71162090,01/01/2016,
71171100,01/01/2016,
71171900,01/01/2016,
71179000,01/01/2016,
71181010,01/01/2016,
71181090,01/01/2016,
71189000,01/01/2016,
72011000,01/01/2016,
72012000,01/01/2016,
72015000,01/01/2016,
72021100,01/01/2016,
72021900,01/01/2016,
72022100,01/01/2016,
72022900,01/01/2016,
72023000,01/01/2016,
72024100,01/01/2016,
72024900,01/01/2016,
72025000,01/01/2016,
72026000,01/01/2016,
72027000,01/01/2016,
72028000,01/01/2016,
72029100,01/01/2016,
72029200,01/01/2016,
72029300,01/01/2016,
72029910,01/01/2016,
72029990,01/01/2016,
72031000,01/01/2016,
72039000,01/01/2016,
72041000,01/01/2016,
72042100,01/01/2016,
72042900,01/01/2016,
72043000,01/01/2016,
72044100,01/01/2016,
72044900,01/01/2016,
72045000,01/01/2016,
72051000,01/01/2016,
72052100,01/01/2016,
72052910,01/01/2016,
72052920,01/01/2016,
72052990,01/01/2016,
72061000,01/01/2016,
72069000,01/01/2016,
72071110,01/01/2016,
